# model_name='claude-3-7-sonnet-20250219', reasoning_budget=0, tries=0, n=12, i=9
# valid_prefix_length=15, is_valid_solution=0, first_correction=-1

<think>
None
</think>

# Tower of Hanoi Solution for 12 Disks

This is the classic Tower of Hanoi puzzle with 12 disks. I'll solve it systematically.

## Solution Strategy

The Tower of Hanoi has a recursive solution. For n disks:
1. Move n-1 disks from source to auxiliary peg
2. Move the largest disk from source to destination
3. Move n-1 disks from auxiliary to destination

For 12 disks, the minimum number of moves required is 2^12 - 1 = 4095 moves.

## Complete Solution

Due to the large number of moves (4095), I'll provide the complete solution in the required format:

```
moves = [[1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [8, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], 
         [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [7, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], 
         [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [10, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], 
         [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], 
         [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], 
         [6, 1, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], 
         [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [8, 0, 1], [1, 0, 2], [2, 0, 1], 
         [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 0, 2], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], 
         [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 1, 2], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
         [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 2, 1], [1, 0, 2], 
         [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [9, 2, 1], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], 
         [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
         [7, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [8, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], 
         [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [7, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], [1, 1, 2], 
         [2, 1, 0], [1, 2, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [6, 1, 0], 
         [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [11, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
         [6, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], 
         [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 0, 2], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 1, 2], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], 
         [1, 2, 1], [6, 1, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], 
         [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [8, 0, 1], [1, 0, 2], 
         [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 1, 2], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 2, 1], 
         [1, 0, 2], [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
         [9, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], 
         [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [7, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], 
         [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [8, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], 
         [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], 
         [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], 
         [6, 1, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], 
         [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [10, 0, 1], [1, 0, 2], [2, 0, 1], 
         [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 0, 2], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], 
         [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 0, 2], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
         [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 2, 1], [1, 0, 2], 
         [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], [2, 0, 2], 
         [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], 
         [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [8, 0, 1], 
         [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
         [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], 
         [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], [1, 0, 1], 
         [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], 
         [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
         [7, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
         [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], 
         [2, 2, 0], [1, 1, 0], [5, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], 
         [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], 
         [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [6, 1, 0], [1, 1, 2], [2, 1, 0], 
         [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [4, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 2, 1], 
         [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
         [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
         [1, 1, 0], [9, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
         [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
         [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
         [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], 
         [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 1], [1, 0, 2], 
