experiment,n,i,model,reasoning_budget,temperature,response_chars,thoughts_chars,first_correction,valid_prefix_length,is_valid_solution
hanoi-base,8,2,deepseek-chat,0,0.5,7466,4,-1,127,0
hanoi-base,8,2,gemini-2.5-pro-preview-06-05,32000,0.5,3370,1858,-1,255,1
hanoi-base,8,2,gpt-4.1-2025-04-14,0,0.5,3604,4,-1,127,0
hanoi-base,8,2,sonar-reasoning-pro,32000,0.5,1639,19642,-1,32,0
hanoi-base,8,3,claude-3-7-sonnet-20250219,0,0.5,3666,4,-1,15,0
hanoi-base,8,3,claude-3-7-sonnet-20250219,32000,0.5,4308,49243,-1,13,0
hanoi-base,8,3,deepseek-chat,0,0.5,15701,4,-1,0,0
hanoi-base,8,3,gemini-2.5-pro-preview-06-05,32000,0.5,3401,2050,-1,255,1
hanoi-base,8,3,gpt-4.1-2025-04-14,0,0.5,3709,4,-1,127,0
hanoi-base,8,3,sonar-reasoning-pro,32000,0.5,1430,14823,-1,32,0
hanoi-base,8,4,claude-3-7-sonnet-20250219,0,0.5,3416,4,-1,15,0
hanoi-base,8,4,claude-3-7-sonnet-20250219,32000,0.5,4212,40583,-1,15,0
hanoi-base,8,4,deepseek-chat,0,0.5,8481,4,-1,127,0
hanoi-base,8,4,gemini-2.5-pro-preview-06-05,32000,0.5,3713,2249,-1,255,1
hanoi-base,8,4,gpt-4.1-2025-04-14,0,0.5,3363,4,-1,127,0
hanoi-base,8,4,sonar-reasoning-pro,32000,0.5,1562,15898,-1,0,0
hanoi-base,8,5,claude-3-7-sonnet-20250219,0,0.5,3723,4,-1,15,0
hanoi-base,8,5,claude-3-7-sonnet-20250219,32000,0.5,4550,61857,-1,15,0
hanoi-base,8,5,deepseek-chat,0,0.5,7341,4,-1,127,0
hanoi-base,8,5,gemini-2.5-pro-preview-06-05,32000,0.5,3810,1745,-1,255,1
hanoi-base,8,5,gpt-4.1-2025-04-14,0,0.5,3233,4,-1,127,0
hanoi-base,8,5,sonar-reasoning-pro,32000,0.5,1884,20028,-1,10,0
hanoi-base,8,6,claude-3-7-sonnet-20250219,0,0.5,3982,4,-1,15,0
hanoi-base,8,6,claude-3-7-sonnet-20250219,32000,0.5,4634,37224,-1,175,0
hanoi-base,8,6,deepseek-chat,0,0.5,15251,4,-1,0,0
hanoi-base,8,6,gemini-2.5-pro-preview-06-05,32000,0.5,3778,2203,-1,87,0
hanoi-base,8,6,gpt-4.1-2025-04-14,0,0.5,5642,4,-1,127,0
hanoi-base,8,6,sonar-reasoning-pro,32000,0.5,1683,15952,-1,0,0
hanoi-base,8,7,claude-3-7-sonnet-20250219,0,0.5,6915,4,-1,15,0
hanoi-base,8,7,claude-3-7-sonnet-20250219,32000,0.5,3854,34962,-1,15,0
hanoi-base,8,7,deepseek-chat,0,0.5,5555,4,-1,0,0
hanoi-base,8,7,gemini-2.5-pro-preview-06-05,32000,0.5,4003,2616,-1,255,1
hanoi-base,8,7,gpt-4.1-2025-04-14,0,0.5,3399,4,-1,127,0
hanoi-base,8,7,sonar-reasoning-pro,32000,0.5,3551,22010,-1,39,0
hanoi-base,8,8,claude-3-7-sonnet-20250219,0,0.5,3378,4,-1,15,0
hanoi-base,8,8,claude-3-7-sonnet-20250219,32000,0.5,4113,38070,-1,95,0
hanoi-base,8,8,deepseek-chat,0,0.5,15567,4,-1,0,0
hanoi-base,8,8,gemini-2.5-pro-preview-06-05,32000,0.5,3784,1950,-1,255,1
hanoi-base,8,8,gpt-4.1-2025-04-14,0,0.5,3478,4,-1,127,0
hanoi-base,8,8,sonar-reasoning-pro,32000,0.5,3969,18817,-1,39,0
hanoi-base,8,9,claude-3-7-sonnet-20250219,0,0.5,3901,4,-1,127,0
hanoi-base,8,9,claude-3-7-sonnet-20250219,32000,0.5,4055,23356,-1,23,0
hanoi-base,8,9,deepseek-chat,0,0.5,8682,4,-1,47,0
hanoi-base,8,9,gemini-2.5-pro-preview-06-05,32000,0.5,3996,2578,-1,255,1
hanoi-base,8,9,gpt-4.1-2025-04-14,0,0.5,3109,4,-1,127,0
hanoi-base,8,9,sonar-reasoning-pro,32000,0.5,1352,12878,-1,32,0
hanoi-base,7,0,claude-3-7-sonnet-20250219,0,0.5,2039,4,-1,15,0
hanoi-base,7,0,claude-3-7-sonnet-20250219,32000,0.5,2657,51145,-1,127,1
hanoi-base,7,0,deepseek-chat,0,0.5,4527,4,-1,127,1
hanoi-base,7,0,gemini-2.5-pro-preview-06-05,32000,0.5,3088,1634,-1,127,1
hanoi-base,7,0,gpt-4.1-2025-04-14,0,0.5,2340,4,-1,127,1
hanoi-base,7,0,sonar-reasoning-pro,32000,0.5,3697,4955,-1,15,0
hanoi-base,7,1,claude-3-7-sonnet-20250219,0,0.5,2245,4,-1,127,1
hanoi-base,7,1,claude-3-7-sonnet-20250219,32000,0.5,4,87057,-1,0,0
hanoi-base,7,1,deepseek-chat,0,0.5,19374,4,-1,9,0
hanoi-base,7,1,gemini-2.5-pro-preview-06-05,32000,0.5,2185,1780,-1,127,1
hanoi-base,7,1,gpt-4.1-2025-04-14,0,0.5,2781,4,-1,127,1
hanoi-base,7,1,sonar-reasoning-pro,32000,0.5,2123,9835,-1,127,1
hanoi-base,7,2,claude-3-7-sonnet-20250219,0,0.5,2149,4,-1,127,1
hanoi-base,7,2,claude-3-7-sonnet-20250219,32000,0.5,2571,35695,-1,127,1
hanoi-base,7,2,deepseek-chat,0,0.5,6327,4,-1,127,1
hanoi-base,7,2,gemini-2.5-pro-preview-06-05,32000,0.5,2119,1876,-1,127,1
hanoi-base,7,2,gpt-4.1-2025-04-14,0,0.5,2616,4,-1,127,1
hanoi-base,7,2,sonar-reasoning-pro,32000,0.5,2365,8078,-1,127,1
hanoi-base,7,3,claude-3-7-sonnet-20250219,0,0.5,21446,4,-1,95,0
hanoi-base,7,3,claude-3-7-sonnet-20250219,32000,0.5,2599,30123,-1,15,0
hanoi-base,7,3,deepseek-chat,0,0.5,6382,4,-1,127,1
hanoi-base,7,3,gemini-2.5-pro-preview-06-05,32000,0.5,3361,2587,-1,127,1
hanoi-base,7,3,gpt-4.1-2025-04-14,0,0.5,2518,4,-1,127,1
hanoi-base,7,3,sonar-reasoning-pro,32000,0.5,2223,6676,-1,127,1
hanoi-base,7,4,claude-3-7-sonnet-20250219,0,0.5,2267,4,-1,15,0
hanoi-base,7,4,claude-3-7-sonnet-20250219,32000,0.5,2659,28491,-1,127,1
hanoi-base,7,4,deepseek-chat,0,0.5,5041,4,-1,127,1
hanoi-base,7,4,gemini-2.5-pro-preview-06-05,32000,0.5,2152,1874,-1,127,1
hanoi-base,7,4,gpt-4.1-2025-04-14,0,0.5,2861,4,-1,127,1
hanoi-base,7,4,sonar-reasoning-pro,32000,0.5,2302,13896,-1,11,0
hanoi-base,7,5,claude-3-7-sonnet-20250219,0,0.5,2817,4,-1,15,0
hanoi-base,7,5,claude-3-7-sonnet-20250219,32000,0.5,2438,32604,-1,127,1
hanoi-base,7,5,deepseek-chat,0,0.5,5461,4,-1,127,1
hanoi-base,7,5,gemini-2.5-pro-preview-06-05,32000,0.5,2176,1754,-1,127,1
hanoi-base,7,5,gpt-4.1-2025-04-14,0,0.5,2861,4,-1,127,1
hanoi-base,7,5,sonar-reasoning-pro,32000,0.5,2344,11407,-1,127,1
hanoi-base,7,6,claude-3-7-sonnet-20250219,0,0.5,2343,4,-1,15,0
hanoi-base,7,6,claude-3-7-sonnet-20250219,32000,0.5,2264,67419,-1,127,1
hanoi-base,7,6,deepseek-chat,0,0.5,6147,4,-1,127,1
hanoi-base,7,6,gemini-2.5-pro-preview-06-05,32000,0.5,2446,2503,-1,127,1
hanoi-base,7,6,gpt-4.1-2025-04-14,0,0.5,2573,4,-1,127,1
hanoi-base,7,6,sonar-reasoning-pro,32000,0.5,1778,14765,-1,64,0
hanoi-base,7,7,claude-3-7-sonnet-20250219,0,0.5,2310,4,-1,15,0
hanoi-base,7,7,claude-3-7-sonnet-20250219,32000,0.5,3003,48335,-1,127,1
hanoi-base,7,7,deepseek-chat,0,0.5,7824,4,-1,127,1
hanoi-base,7,7,gemini-2.5-pro-preview-06-05,32000,0.5,2168,2457,-1,127,1
hanoi-base,7,7,gpt-4.1-2025-04-14,0,0.5,2652,4,-1,127,1
hanoi-base,7,7,sonar-reasoning-pro,32000,0.5,2303,9345,-1,127,1
hanoi-base,7,8,claude-3-7-sonnet-20250219,0,0.5,2405,4,-1,15,0
hanoi-base,7,8,claude-3-7-sonnet-20250219,32000,0.5,2699,43553,-1,127,1
hanoi-base,7,8,deepseek-chat,0,0.5,13942,4,-1,127,1
hanoi-base,7,8,gemini-2.5-pro-preview-06-05,32000,0.5,2627,2423,-1,127,1
hanoi-base,7,8,gpt-4.1-2025-04-14,0,0.5,2579,4,-1,127,1
hanoi-base,7,8,sonar-reasoning-pro,32000,0.5,2011,11203,-1,127,1
hanoi-base,7,9,claude-3-7-sonnet-20250219,0,0.5,4016,4,-1,15,0
hanoi-base,7,9,claude-3-7-sonnet-20250219,32000,0.5,2529,41109,-1,127,1
hanoi-base,7,9,deepseek-chat,0,0.5,9875,4,-1,127,1
hanoi-base,7,9,gemini-2.5-pro-preview-06-05,32000,0.5,3126,3306,-1,127,1
hanoi-base,7,9,gpt-4.1-2025-04-14,0,0.5,2491,4,-1,127,1
hanoi-base,7,9,sonar-reasoning-pro,32000,0.5,2278,8800,-1,127,1
hanoi-base,5,0,claude-3-7-sonnet-20250219,0,0.5,1467,4,-1,15,0
hanoi-base,5,0,claude-3-7-sonnet-20250219,32000,0.5,1368,20182,-1,31,1
hanoi-base,5,0,deepseek-chat,0,0.5,5967,4,-1,31,1
hanoi-base,5,0,gemini-2.5-pro-preview-06-05,32000,0.5,1049,1878,-1,31,1
hanoi-base,5,0,gpt-4.1-2025-04-14,0,0.5,2448,4,-1,31,1
hanoi-base,5,0,sonar-reasoning-pro,32000,0.5,1166,11472,-1,31,1
hanoi-base,5,1,claude-3-7-sonnet-20250219,0,0.5,2647,4,-1,31,1
hanoi-base,5,1,claude-3-7-sonnet-20250219,32000,0.5,1203,19921,-1,31,1
hanoi-base,5,1,deepseek-chat,0,0.5,16783,4,-1,0,0
hanoi-base,5,1,gemini-2.5-pro-preview-06-05,32000,0.5,3142,2320,-1,31,1
hanoi-base,5,1,gpt-4.1-2025-04-14,0,0.5,1813,4,-1,31,1
hanoi-base,5,1,sonar-reasoning-pro,32000,0.5,1030,9641,-1,31,1
hanoi-base,5,2,claude-3-7-sonnet-20250219,0,0.5,2769,4,-1,15,0
hanoi-base,5,2,claude-3-7-sonnet-20250219,32000,0.5,1165,10971,-1,31,1
hanoi-base,5,2,deepseek-chat,0,0.5,5048,4,-1,31,1
hanoi-base,5,2,gemini-2.5-pro-preview-06-05,32000,0.5,1055,2441,-1,31,1
hanoi-base,5,2,gpt-4.1-2025-04-14,0,0.5,3594,4,-1,15,0
hanoi-base,5,2,sonar-reasoning-pro,32000,0.5,1170,6612,-1,31,1
hanoi-base,5,3,claude-3-7-sonnet-20250219,0,0.5,2006,4,-1,31,1
hanoi-base,5,3,claude-3-7-sonnet-20250219,32000,0.5,1313,25031,-1,31,1
hanoi-base,5,3,deepseek-chat,0,0.5,16396,4,-1,0,0
hanoi-base,5,3,gemini-2.5-pro-preview-06-05,32000,0.5,2124,2682,-1,31,1
hanoi-base,5,3,gpt-4.1-2025-04-14,0,0.5,1625,4,-1,31,1
hanoi-base,5,3,sonar-reasoning-pro,32000,0.5,1285,7603,-1,31,1
hanoi-base,5,4,claude-3-7-sonnet-20250219,0,0.5,2487,4,-1,31,1
hanoi-base,5,4,claude-3-7-sonnet-20250219,32000,0.5,1156,15570,-1,31,1
hanoi-base,5,4,deepseek-chat,0,0.5,6239,4,-1,31,1
hanoi-base,5,4,gemini-2.5-pro-preview-06-05,32000,0.5,2307,2043,-1,31,1
hanoi-base,5,4,gpt-4.1-2025-04-14,0,0.5,2076,4,-1,31,1
hanoi-base,5,4,sonar-reasoning-pro,32000,0.5,1202,7342,-1,31,1
hanoi-base,5,5,claude-3-7-sonnet-20250219,0,0.5,2838,4,-1,31,1
hanoi-base,5,5,claude-3-7-sonnet-20250219,32000,0.5,1292,34207,-1,31,1
hanoi-base,5,5,deepseek-chat,0,0.5,4721,4,-1,31,1
hanoi-base,5,5,gemini-2.5-pro-preview-06-05,32000,0.5,1791,2186,-1,31,1
hanoi-base,5,5,gpt-4.1-2025-04-14,0,0.5,2644,4,-1,31,1
hanoi-base,5,5,sonar-reasoning-pro,32000,0.5,1271,5369,-1,31,1
hanoi-base,5,6,claude-3-7-sonnet-20250219,0,0.5,2679,4,-1,31,1
hanoi-base,5,6,claude-3-7-sonnet-20250219,32000,0.5,1316,21158,-1,31,1
hanoi-base,5,6,deepseek-chat,0,0.5,6136,4,-1,31,1
hanoi-base,5,6,gemini-2.5-pro-preview-06-05,32000,0.5,1426,1989,-1,31,1
hanoi-base,5,6,gpt-4.1-2025-04-14,0,0.5,2572,4,-1,31,1
hanoi-base,5,6,sonar-reasoning-pro,32000,0.5,1238,12020,-1,31,1
hanoi-base,5,7,claude-3-7-sonnet-20250219,0,0.5,2786,4,-1,31,1
hanoi-base,5,7,claude-3-7-sonnet-20250219,32000,0.5,2110,55944,-1,11,0
hanoi-base,5,7,deepseek-chat,0,0.5,5341,4,-1,31,1
hanoi-base,5,7,gemini-2.5-pro-preview-06-05,32000,0.5,2688,3325,-1,31,1
hanoi-base,5,7,gpt-4.1-2025-04-14,0,0.5,3065,4,-1,31,1
hanoi-base,5,7,sonar-reasoning-pro,32000,0.5,1222,7909,-1,31,1
hanoi-base,5,8,claude-3-7-sonnet-20250219,0,0.5,2821,4,-1,31,1
hanoi-base,5,8,claude-3-7-sonnet-20250219,32000,0.5,1953,26395,-1,31,1
hanoi-base,5,8,deepseek-chat,0,0.5,5047,4,-1,31,1
hanoi-base,5,8,gemini-2.5-pro-preview-06-05,32000,0.5,1389,1664,-1,31,1
hanoi-base,5,8,gpt-4.1-2025-04-14,0,0.5,2758,4,-1,31,1
hanoi-base,5,8,sonar-reasoning-pro,32000,0.5,1185,4031,-1,31,1
hanoi-base,5,9,claude-3-7-sonnet-20250219,0,0.5,1114,4,-1,15,0
hanoi-base,5,9,claude-3-7-sonnet-20250219,32000,0.5,1498,19844,-1,31,1
hanoi-base,5,9,deepseek-chat,0,0.5,16201,4,-1,0,0
hanoi-base,5,9,gemini-2.5-pro-preview-06-05,32000,0.5,2320,1984,-1,31,1
hanoi-base,5,9,gpt-4.1-2025-04-14,0,0.5,1598,4,-1,31,1
hanoi-base,5,9,sonar-reasoning-pro,32000,0.5,1200,10840,-1,31,1
hanoi-base,3,0,claude-3-7-sonnet-20250219,0,0.5,1024,4,-1,7,1
hanoi-base,3,0,claude-3-7-sonnet-20250219,32000,0.5,1369,4904,-1,7,1
hanoi-base,3,0,deepseek-chat,0,0.5,3458,4,-1,7,1
hanoi-base,3,0,gemini-2.5-pro-preview-06-05,32000,0.5,2402,2452,-1,7,1
hanoi-base,3,0,gpt-4.1-2025-04-14,0,0.5,2009,4,-1,7,1
hanoi-base,3,0,sonar-reasoning-pro,32000,0.5,1511,2700,-1,7,1
hanoi-base,3,1,claude-3-7-sonnet-20250219,0,0.5,1394,4,-1,7,1
hanoi-base,3,1,claude-3-7-sonnet-20250219,32000,0.5,1208,3847,-1,7,1
hanoi-base,3,1,deepseek-chat,0,0.5,3244,4,-1,7,1
hanoi-base,3,1,gemini-2.5-pro-preview-06-05,32000,0.5,1480,1937,-1,7,1
hanoi-base,3,1,gpt-4.1-2025-04-14,0,0.5,1010,4,-1,7,1
hanoi-base,3,1,sonar-reasoning-pro,32000,0.5,1267,3363,-1,7,1
hanoi-base,3,2,claude-3-7-sonnet-20250219,0,0.5,1029,4,-1,7,1
hanoi-base,3,2,claude-3-7-sonnet-20250219,32000,0.5,1008,2756,-1,7,1
hanoi-base,3,2,deepseek-chat,0,0.5,2943,4,-1,7,1
hanoi-base,3,2,gemini-2.5-pro-preview-06-05,32000,0.5,1746,1906,-1,7,1
hanoi-base,3,2,gpt-4.1-2025-04-14,0,0.5,1529,4,-1,7,1
hanoi-base,3,2,sonar-reasoning-pro,32000,0.5,1102,1780,-1,7,1
hanoi-base,3,3,claude-3-7-sonnet-20250219,0,0.5,1208,4,-1,7,1
hanoi-base,3,3,claude-3-7-sonnet-20250219,32000,0.5,1142,21886,-1,7,1
hanoi-base,3,3,deepseek-chat,0,0.5,3071,4,-1,7,1
hanoi-base,3,3,gemini-2.5-pro-preview-06-05,32000,0.5,1623,2986,-1,7,1
hanoi-base,3,3,gpt-4.1-2025-04-14,0,0.5,1162,4,-1,7,1
hanoi-base,3,3,sonar-reasoning-pro,32000,0.5,1057,1992,-1,7,1
hanoi-base,3,4,claude-3-7-sonnet-20250219,0,0.5,1401,4,-1,7,1
hanoi-base,3,4,claude-3-7-sonnet-20250219,32000,0.5,1259,3018,-1,7,1
hanoi-base,3,4,deepseek-chat,0,0.5,3325,4,-1,7,1
hanoi-base,3,4,gemini-2.5-pro-preview-06-05,32000,0.5,2190,2521,-1,7,1
hanoi-base,3,4,gpt-4.1-2025-04-14,0,0.5,1444,4,-1,7,1
hanoi-base,3,4,sonar-reasoning-pro,32000,0.5,1079,2695,-1,7,1
hanoi-base,3,5,claude-3-7-sonnet-20250219,0,0.5,1024,4,-1,7,1
hanoi-base,3,5,claude-3-7-sonnet-20250219,32000,0.5,1616,19009,-1,7,1
hanoi-base,3,5,deepseek-chat,0,0.5,3072,4,-1,7,1
hanoi-base,3,5,gemini-2.5-pro-preview-06-05,32000,0.5,1750,1627,-1,7,1
hanoi-base,3,5,gpt-4.1-2025-04-14,0,0.5,1297,4,-1,7,1
hanoi-base,3,5,sonar-reasoning-pro,32000,0.5,1305,3589,-1,7,1
hanoi-base,3,6,claude-3-7-sonnet-20250219,0,0.5,1147,4,-1,7,1
hanoi-base,3,6,claude-3-7-sonnet-20250219,32000,0.5,1027,6798,-1,7,1
hanoi-base,3,6,deepseek-chat,0,0.5,4206,4,-1,7,1
hanoi-base,3,6,gemini-2.5-pro-preview-06-05,32000,0.5,1216,1680,-1,7,1
hanoi-base,3,6,gpt-4.1-2025-04-14,0,0.5,1791,4,-1,7,1
hanoi-base,3,6,sonar-reasoning-pro,32000,0.5,954,2628,-1,7,1
hanoi-base,3,7,claude-3-7-sonnet-20250219,0,0.5,1052,4,-1,7,1
hanoi-base,3,7,claude-3-7-sonnet-20250219,32000,0.5,1735,7284,-1,7,1
hanoi-base,3,7,deepseek-chat,0,0.5,3459,4,-1,7,1
hanoi-base,3,7,gemini-2.5-pro-preview-06-05,32000,0.5,2046,1789,-1,7,1
hanoi-base,3,7,gpt-4.1-2025-04-14,0,0.5,1973,4,-1,7,1
hanoi-base,3,7,sonar-reasoning-pro,32000,0.5,1151,2768,-1,7,1
hanoi-base,3,8,claude-3-7-sonnet-20250219,0,0.5,1318,4,-1,7,1
hanoi-base,3,8,claude-3-7-sonnet-20250219,32000,0.5,1144,2540,-1,7,1
hanoi-base,3,8,deepseek-chat,0,0.5,3109,4,-1,7,1
hanoi-base,3,8,gemini-2.5-pro-preview-06-05,32000,0.5,1694,2171,-1,7,1
hanoi-base,3,8,gpt-4.1-2025-04-14,0,0.5,1700,4,-1,7,1
hanoi-base,3,8,sonar-reasoning-pro,32000,0.5,1171,3237,-1,7,1
hanoi-base,3,9,claude-3-7-sonnet-20250219,0,0.5,1041,4,-1,7,1
hanoi-base,3,9,claude-3-7-sonnet-20250219,32000,0.5,1025,1904,-1,7,1
hanoi-base,3,9,deepseek-chat,0,0.5,3150,4,-1,7,1
hanoi-base,3,9,gemini-2.5-pro-preview-06-05,32000,0.5,2196,2213,-1,7,1
hanoi-base,3,9,gpt-4.1-2025-04-14,0,0.5,1187,4,-1,7,1
hanoi-base,3,9,sonar-reasoning-pro,32000,0.5,1409,2437,-1,7,1
