experiment,n,i,model,reasoning_budget,temperature,response_chars,thoughts_chars,first_correction,valid_prefix_length,is_valid_solution
hanoi-trck,8,1,claude-3-7-sonnet-20250219,32000,0.1,35651,35173,-1,35,0
hanoi-trck,8,1,deepseek-chat,0,0.1,6808,4,-1,1,0
hanoi-trck,8,1,gemini-2.5-pro-preview-06-05,32000,0.1,6009,1843,-1,12,0
hanoi-trck,8,1,gpt-4.1-2025-04-14,0,0.1,12592,4,-1,4,0
hanoi-trck,8,1,sonar-reasoning-pro,32000,0.1,9722,14133,-1,0,0
hanoi-trck,8,2,claude-3-7-sonnet-20250219,0,0.1,6545,4,-1,4,0
hanoi-trck,8,2,claude-3-7-sonnet-20250219,32000,0.1,6303,39293,-1,5,0
hanoi-trck,8,2,deepseek-chat,0,0.1,6770,4,-1,3,0
hanoi-trck,8,2,gemini-2.5-pro-preview-06-05,32000,0.1,6086,1705,-1,46,0
hanoi-trck,8,2,gpt-4.1-2025-04-14,0,0.1,2700,4,-1,4,0
hanoi-trck,8,2,sonar-reasoning-pro,32000,0.1,14155,22649,-1,3,0
hanoi-trck,8,3,claude-3-7-sonnet-20250219,0,0.1,56498,4,-1,5,0
hanoi-trck,8,3,claude-3-7-sonnet-20250219,32000,0.1,6535,64703,-1,39,0
hanoi-trck,8,3,deepseek-chat,0,0.1,6622,4,-1,1,0
hanoi-trck,8,3,gemini-2.5-pro-preview-06-05,32000,0.1,6093,2195,-1,7,0
hanoi-trck,8,3,gpt-4.1-2025-04-14,0,0.1,3252,4,-1,4,0
hanoi-trck,8,3,sonar-reasoning-pro,32000,0.1,6315,26871,-1,1,0
hanoi-trck,8,4,claude-3-7-sonnet-20250219,0,0.1,7005,4,-1,3,0
hanoi-trck,8,4,claude-3-7-sonnet-20250219,32000,0.1,6342,38092,-1,6,0
hanoi-trck,8,4,deepseek-chat,0,0.1,5058,4,-1,3,0
hanoi-trck,8,4,gemini-2.5-pro-preview-06-05,32000,0.1,5150,1672,-1,25,0
hanoi-trck,8,4,gpt-4.1-2025-04-14,0,0.1,1531,4,-1,11,0
hanoi-trck,8,4,sonar-reasoning-pro,32000,0.1,5372,17738,-1,5,0
hanoi-trck,8,5,claude-3-7-sonnet-20250219,0,0.1,13816,4,-1,3,0
hanoi-trck,8,5,claude-3-7-sonnet-20250219,32000,0.1,6773,48700,-1,19,0
hanoi-trck,8,5,deepseek-chat,0,0.1,8992,4,-1,3,0
hanoi-trck,8,5,gemini-2.5-pro-preview-06-05,32000,0.1,6008,2337,-1,132,0
hanoi-trck,8,5,gpt-4.1-2025-04-14,0,0.1,7716,4,-1,4,0
hanoi-trck,8,5,sonar-reasoning-pro,32000,0.1,6339,21846,-1,3,0
hanoi-trck,8,6,claude-3-7-sonnet-20250219,0,0.1,70480,4,-1,5,0
hanoi-trck,8,6,claude-3-7-sonnet-20250219,32000,0.1,12324,43577,-1,5,0
hanoi-trck,8,6,deepseek-chat,0,0.1,6858,4,-1,1,0
hanoi-trck,8,6,gemini-2.5-pro-preview-06-05,32000,0.1,6109,1734,-1,7,0
hanoi-trck,8,6,gpt-4.1-2025-04-14,0,0.1,1594,4,-1,4,0
hanoi-trck,8,6,sonar-reasoning-pro,32000,0.1,7059,23086,-1,0,0
hanoi-trck,8,7,claude-3-7-sonnet-20250219,0,0.1,7074,4,-1,3,0
hanoi-trck,8,7,claude-3-7-sonnet-20250219,32000,0.1,6217,51889,-1,18,0
hanoi-trck,8,7,deepseek-chat,0,0.1,7099,4,-1,3,0
hanoi-trck,8,7,gemini-2.5-pro-preview-06-05,32000,0.1,6179,1383,-1,23,0
hanoi-trck,8,7,gpt-4.1-2025-04-14,0,0.1,2202,4,-1,11,0
hanoi-trck,8,7,sonar-reasoning-pro,32000,0.1,6063,16008,-1,0,0
hanoi-trck,8,8,claude-3-7-sonnet-20250219,0,0.1,6702,4,-1,5,0
hanoi-trck,8,8,claude-3-7-sonnet-20250219,32000,0.1,6285,44889,-1,6,0
hanoi-trck,8,8,deepseek-chat,0,0.1,5818,4,-1,3,0
hanoi-trck,8,8,gemini-2.5-pro-preview-06-05,32000,0.1,6139,1634,-1,2,0
hanoi-trck,8,8,gpt-4.1-2025-04-14,0,0.1,1827,4,-1,11,0
hanoi-trck,8,8,sonar-reasoning-pro,32000,0.1,1289,16551,-1,0,0
hanoi-trck,8,9,claude-3-7-sonnet-20250219,0,0.1,7106,4,-1,3,0
hanoi-trck,8,9,claude-3-7-sonnet-20250219,32000,0.1,6983,36398,-1,23,0
hanoi-trck,8,9,deepseek-chat,0,0.1,6530,4,-1,1,0
hanoi-trck,8,9,gemini-2.5-pro-preview-06-05,32000,0.1,6167,2539,-1,127,0
hanoi-trck,8,9,gpt-4.1-2025-04-14,0,0.1,4430,4,-1,4,0
hanoi-trck,8,9,sonar-reasoning-pro,32000,0.1,6411,17662,-1,13,0
hanoi-trck,7,0,claude-3-7-sonnet-20250219,0,0.1,14574,4,4,5,0
hanoi-trck,7,0,claude-3-7-sonnet-20250219,32000,0.1,2756,36137,-1,127,1
hanoi-trck,7,0,deepseek-chat,0,0.1,9128,4,-1,3,0
hanoi-trck,7,0,gemini-2.5-pro-preview-06-05,32000,0.1,2871,1887,-1,5,0
hanoi-trck,7,0,gpt-4.1-2025-04-14,0,0.1,3444,4,-1,4,0
hanoi-trck,7,0,sonar-reasoning-pro,32000,0.1,3040,12194,-1,3,0
hanoi-trck,7,1,claude-3-7-sonnet-20250219,0,0.1,7556,4,4,1,0
hanoi-trck,7,1,claude-3-7-sonnet-20250219,32000,0.1,2804,32825,-1,6,0
hanoi-trck,7,1,deepseek-chat,0,0.1,9167,4,-1,3,0
hanoi-trck,7,1,gemini-2.5-pro-preview-06-05,32000,0.1,2762,1349,-1,127,1
hanoi-trck,7,1,gpt-4.1-2025-04-14,0,0.1,2878,4,-1,4,0
hanoi-trck,7,1,sonar-reasoning-pro,32000,0.1,2859,19023,-1,1,0
hanoi-trck,7,2,claude-3-7-sonnet-20250219,0,0.1,9990,4,4,5,0
hanoi-trck,7,2,claude-3-7-sonnet-20250219,32000,0.1,2746,21026,-1,127,1
hanoi-trck,7,2,deepseek-chat,0,0.1,6123,4,-1,1,0
hanoi-trck,7,2,gemini-2.5-pro-preview-06-05,32000,0.1,2762,906,-1,127,1
hanoi-trck,7,2,gpt-4.1-2025-04-14,0,0.1,3342,4,-1,7,0
hanoi-trck,7,2,sonar-reasoning-pro,32000,0.1,2877,12009,-1,5,0
hanoi-trck,7,3,claude-3-7-sonnet-20250219,0,0.1,10974,4,-1,5,0
hanoi-trck,7,3,claude-3-7-sonnet-20250219,32000,0.1,2782,28734,-1,51,0
hanoi-trck,7,3,deepseek-chat,0,0.1,3228,4,-1,3,0
hanoi-trck,7,3,gemini-2.5-pro-preview-06-05,32000,0.1,2762,1820,-1,127,1
hanoi-trck,7,3,gpt-4.1-2025-04-14,0,0.1,21226,4,-1,4,0
hanoi-trck,7,3,sonar-reasoning-pro,32000,0.1,2857,4731,-1,1,0
hanoi-trck,7,4,claude-3-7-sonnet-20250219,0,0.1,16649,4,4,5,0
hanoi-trck,7,4,claude-3-7-sonnet-20250219,32000,0.1,2907,37414,-1,6,0
hanoi-trck,7,4,deepseek-chat,0,0.1,9572,4,-1,3,0
hanoi-trck,7,4,gemini-2.5-pro-preview-06-05,32000,0.1,2762,940,-1,127,1
hanoi-trck,7,4,gpt-4.1-2025-04-14,0,0.1,5835,4,-1,4,0
hanoi-trck,7,4,sonar-reasoning-pro,32000,0.1,2784,11441,-1,5,0
hanoi-trck,7,5,claude-3-7-sonnet-20250219,0,0.1,7586,4,4,5,0
hanoi-trck,7,5,claude-3-7-sonnet-20250219,32000,0.1,2849,28549,-1,6,0
hanoi-trck,7,5,deepseek-chat,0,0.1,9066,4,-1,1,0
hanoi-trck,7,5,gemini-2.5-pro-preview-06-05,32000,0.1,2756,1719,-1,127,1
hanoi-trck,7,5,gpt-4.1-2025-04-14,0,0.1,2837,4,-1,4,0
hanoi-trck,7,5,sonar-reasoning-pro,32000,0.1,3032,5589,-1,5,0
hanoi-trck,7,6,claude-3-7-sonnet-20250219,0,0.1,21886,4,4,5,0
hanoi-trck,7,6,claude-3-7-sonnet-20250219,32000,0.1,2763,19809,-1,29,0
hanoi-trck,7,6,deepseek-chat,0,0.1,9283,4,-1,3,0
hanoi-trck,7,6,gemini-2.5-pro-preview-06-05,32000,0.1,2762,2298,-1,127,1
hanoi-trck,7,6,gpt-4.1-2025-04-14,0,0.1,2843,4,-1,11,0
hanoi-trck,7,6,sonar-reasoning-pro,32000,0.1,2807,5257,-1,1,0
hanoi-trck,7,7,claude-3-7-sonnet-20250219,0,0.1,3123,4,4,5,0
hanoi-trck,7,7,claude-3-7-sonnet-20250219,32000,0.1,2761,30940,-1,29,0
hanoi-trck,7,7,deepseek-chat,0,0.1,3073,4,-1,3,0
hanoi-trck,7,7,gemini-2.5-pro-preview-06-05,32000,0.1,2762,1512,-1,127,1
hanoi-trck,7,7,gpt-4.1-2025-04-14,0,0.1,2799,4,-1,4,0
hanoi-trck,7,7,sonar-reasoning-pro,32000,0.1,1457,21751,-1,7,0
hanoi-trck,7,8,claude-3-7-sonnet-20250219,0,0.1,14846,4,4,5,0
hanoi-trck,7,8,claude-3-7-sonnet-20250219,32000,0.1,4,92208,-1,0,0
hanoi-trck,7,8,deepseek-chat,0,0.1,3059,4,-1,3,0
hanoi-trck,7,8,gemini-2.5-pro-preview-06-05,32000,0.1,2762,2229,-1,127,1
hanoi-trck,7,8,gpt-4.1-2025-04-14,0,0.1,4871,4,-1,11,0
hanoi-trck,7,8,sonar-reasoning-pro,32000,0.1,6135,3807,-1,5,0
hanoi-trck,7,9,claude-3-7-sonnet-20250219,0,0.1,9731,4,-1,5,0
hanoi-trck,7,9,claude-3-7-sonnet-20250219,32000,0.1,3047,40626,-1,47,0
hanoi-trck,7,9,deepseek-chat,0,0.1,9151,4,-1,3,0
hanoi-trck,7,9,gemini-2.5-pro-preview-06-05,32000,0.1,2782,1399,-1,3,0
hanoi-trck,7,9,gpt-4.1-2025-04-14,0,0.1,1500,4,-1,11,0
hanoi-trck,7,9,sonar-reasoning-pro,32000,0.1,1248,12194,-1,3,0
hanoi-trck,5,0,claude-3-7-sonnet-20250219,0,0.1,12824,4,-1,4,0
hanoi-trck,5,0,claude-3-7-sonnet-20250219,32000,0.1,578,21978,-1,31,1
hanoi-trck,5,0,deepseek-chat,0,0.1,1068,4,-1,3,0
hanoi-trck,5,0,gemini-2.5-pro-preview-06-05,32000,0.1,578,2206,-1,31,1
hanoi-trck,5,0,gpt-4.1-2025-04-14,0,0.1,902,4,-1,6,0
hanoi-trck,5,0,sonar-reasoning-pro,32000,0.1,580,8031,-1,31,1
hanoi-trck,5,1,claude-3-7-sonnet-20250219,0,0.1,6245,4,-1,4,0
hanoi-trck,5,1,claude-3-7-sonnet-20250219,32000,0.1,617,13371,-1,31,1
hanoi-trck,5,1,deepseek-chat,0,0.1,1893,4,-1,3,0
hanoi-trck,5,1,gemini-2.5-pro-preview-06-05,32000,0.1,578,2126,-1,31,1
hanoi-trck,5,1,gpt-4.1-2025-04-14,0,0.1,1609,4,-1,11,0
hanoi-trck,5,1,sonar-reasoning-pro,32000,0.1,927,4001,-1,3,0
hanoi-trck,5,2,claude-3-7-sonnet-20250219,0,0.1,6548,4,-1,4,0
hanoi-trck,5,2,claude-3-7-sonnet-20250219,32000,0.1,615,12398,-1,31,1
hanoi-trck,5,2,deepseek-chat,0,0.1,1443,4,-1,3,0
hanoi-trck,5,2,gemini-2.5-pro-preview-06-05,32000,0.1,578,1764,-1,31,1
hanoi-trck,5,2,gpt-4.1-2025-04-14,0,0.1,691,4,-1,7,0
hanoi-trck,5,2,sonar-reasoning-pro,32000,0.1,1480,4232,-1,3,0
hanoi-trck,5,3,claude-3-7-sonnet-20250219,0,0.1,714,4,-1,4,0
hanoi-trck,5,3,claude-3-7-sonnet-20250219,32000,0.1,578,15862,-1,31,1
hanoi-trck,5,3,deepseek-chat,0,0.1,8789,4,-1,3,0
hanoi-trck,5,3,gemini-2.5-pro-preview-06-05,32000,0.1,578,1438,-1,31,1
hanoi-trck,5,3,gpt-4.1-2025-04-14,0,0.1,1131,4,-1,13,0
hanoi-trck,5,3,sonar-reasoning-pro,32000,0.1,11710,6709,-1,3,0
hanoi-trck,5,4,claude-3-7-sonnet-20250219,0,0.1,6846,4,-1,6,0
hanoi-trck,5,4,claude-3-7-sonnet-20250219,32000,0.1,615,7756,-1,31,1
hanoi-trck,5,4,deepseek-chat,0,0.1,6644,4,-1,3,0
hanoi-trck,5,4,gemini-2.5-pro-preview-06-05,32000,0.1,578,1216,-1,31,1
hanoi-trck,5,4,gpt-4.1-2025-04-14,0,0.1,1188,4,-1,13,0
hanoi-trck,5,4,sonar-reasoning-pro,32000,0.1,581,8403,-1,31,1
hanoi-trck,5,5,claude-3-7-sonnet-20250219,0,0.1,9775,4,-1,0,0
hanoi-trck,5,5,claude-3-7-sonnet-20250219,32000,0.1,618,17822,-1,31,1
hanoi-trck,5,5,deepseek-chat,0,0.1,9367,4,-1,3,0
hanoi-trck,5,5,gemini-2.5-pro-preview-06-05,32000,0.1,578,1836,-1,31,1
hanoi-trck,5,5,gpt-4.1-2025-04-14,0,0.1,1158,4,-1,6,0
hanoi-trck,5,5,sonar-reasoning-pro,32000,0.1,580,11326,-1,31,1
hanoi-trck,5,6,claude-3-7-sonnet-20250219,0,0.1,6441,4,-1,4,0
hanoi-trck,5,6,claude-3-7-sonnet-20250219,32000,0.1,578,24623,-1,31,1
hanoi-trck,5,6,deepseek-chat,0,0.1,9463,4,-1,3,0
hanoi-trck,5,6,gemini-2.5-pro-preview-06-05,32000,0.1,578,2684,-1,31,1
hanoi-trck,5,6,gpt-4.1-2025-04-14,0,0.1,822,4,-1,13,0
hanoi-trck,5,6,sonar-reasoning-pro,32000,0.1,581,9620,-1,31,1
hanoi-trck,5,7,claude-3-7-sonnet-20250219,0,0.1,991,4,-1,4,0
hanoi-trck,5,7,claude-3-7-sonnet-20250219,32000,0.1,614,19031,-1,31,1
hanoi-trck,5,7,deepseek-chat,0,0.1,6763,4,-1,3,0
hanoi-trck,5,7,gemini-2.5-pro-preview-06-05,32000,0.1,578,1368,-1,31,1
hanoi-trck,5,7,gpt-4.1-2025-04-14,0,0.1,1158,4,-1,6,0
hanoi-trck,5,7,sonar-reasoning-pro,32000,0.1,1342,3927,-1,9,0
hanoi-trck,5,8,claude-3-7-sonnet-20250219,0,0.1,12981,4,-1,5,0
hanoi-trck,5,8,claude-3-7-sonnet-20250219,32000,0.1,578,22610,-1,31,1
hanoi-trck,5,8,deepseek-chat,0,0.1,997,4,-1,3,0
hanoi-trck,5,8,gemini-2.5-pro-preview-06-05,32000,0.1,578,2195,-1,31,1
hanoi-trck,5,8,gpt-4.1-2025-04-14,0,0.1,590,4,-1,6,0
hanoi-trck,5,8,sonar-reasoning-pro,32000,0.1,622,4986,-1,5,0
hanoi-trck,5,9,claude-3-7-sonnet-20250219,0,0.1,22382,4,-1,5,0
hanoi-trck,5,9,claude-3-7-sonnet-20250219,32000,0.1,614,12446,-1,31,1
hanoi-trck,5,9,deepseek-chat,0,0.1,9368,4,-1,3,0
hanoi-trck,5,9,gemini-2.5-pro-preview-06-05,32000,0.1,578,999,-1,31,1
hanoi-trck,5,9,gpt-4.1-2025-04-14,0,0.1,652,4,-1,13,0
hanoi-trck,5,9,sonar-reasoning-pro,32000,0.1,2768,4086,4,27,0
hanoi-trck,3,0,claude-3-7-sonnet-20250219,0,0.1,717,4,-1,7,1
hanoi-trck,3,0,claude-3-7-sonnet-20250219,32000,0.1,173,3104,-1,7,1
hanoi-trck,3,0,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,0,gemini-2.5-pro-preview-06-05,32000,0.1,136,1418,-1,7,1
hanoi-trck,3,0,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,0,sonar-reasoning-pro,32000,0.1,138,2878,-1,7,1
hanoi-trck,3,1,claude-3-7-sonnet-20250219,0,0.1,420,4,-1,7,1
hanoi-trck,3,1,claude-3-7-sonnet-20250219,32000,0.1,136,26163,-1,7,1
hanoi-trck,3,1,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,1,gemini-2.5-pro-preview-06-05,32000,0.1,136,1848,-1,7,1
hanoi-trck,3,1,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,1,sonar-reasoning-pro,32000,0.1,138,4031,-1,7,1
hanoi-trck,3,2,claude-3-7-sonnet-20250219,0,0.1,717,4,-1,7,1
hanoi-trck,3,2,claude-3-7-sonnet-20250219,32000,0.1,136,2412,-1,7,1
hanoi-trck,3,2,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,2,gemini-2.5-pro-preview-06-05,32000,0.1,136,2582,-1,7,1
hanoi-trck,3,2,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,2,sonar-reasoning-pro,32000,0.1,138,2025,-1,7,1
hanoi-trck,3,3,claude-3-7-sonnet-20250219,0,0.1,413,4,-1,7,1
hanoi-trck,3,3,claude-3-7-sonnet-20250219,32000,0.1,173,6159,-1,7,1
hanoi-trck,3,3,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,3,gemini-2.5-pro-preview-06-05,32000,0.1,136,1469,-1,7,1
hanoi-trck,3,3,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,3,sonar-reasoning-pro,32000,0.1,138,2650,-1,7,1
hanoi-trck,3,4,claude-3-7-sonnet-20250219,0,0.1,420,4,-1,7,1
hanoi-trck,3,4,claude-3-7-sonnet-20250219,32000,0.1,136,5565,-1,7,1
hanoi-trck,3,4,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,4,gemini-2.5-pro-preview-06-05,32000,0.1,136,1799,-1,7,1
hanoi-trck,3,4,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,4,sonar-reasoning-pro,32000,0.1,138,2323,-1,7,1
hanoi-trck,3,5,claude-3-7-sonnet-20250219,0,0.1,420,4,-1,7,1
hanoi-trck,3,5,claude-3-7-sonnet-20250219,32000,0.1,163,3971,-1,7,1
hanoi-trck,3,5,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,5,gemini-2.5-pro-preview-06-05,32000,0.1,136,1954,-1,7,1
hanoi-trck,3,5,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,5,sonar-reasoning-pro,32000,0.1,138,2752,-1,7,1
hanoi-trck,3,6,claude-3-7-sonnet-20250219,0,0.1,413,4,-1,7,1
hanoi-trck,3,6,claude-3-7-sonnet-20250219,32000,0.1,163,6174,-1,7,1
hanoi-trck,3,6,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,6,gemini-2.5-pro-preview-06-05,32000,0.1,136,1472,-1,7,1
hanoi-trck,3,6,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,6,sonar-reasoning-pro,32000,0.1,138,3105,-1,7,1
hanoi-trck,3,7,claude-3-7-sonnet-20250219,0,0.1,413,4,-1,7,1
hanoi-trck,3,7,claude-3-7-sonnet-20250219,32000,0.1,136,8819,-1,7,1
hanoi-trck,3,7,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,7,gemini-2.5-pro-preview-06-05,32000,0.1,136,1433,-1,7,1
hanoi-trck,3,7,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,7,sonar-reasoning-pro,32000,0.1,138,2551,-1,7,1
hanoi-trck,3,8,claude-3-7-sonnet-20250219,0,0.1,413,4,-1,7,1
hanoi-trck,3,8,claude-3-7-sonnet-20250219,32000,0.1,173,5290,-1,7,1
hanoi-trck,3,8,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,8,gemini-2.5-pro-preview-06-05,32000,0.1,136,1275,-1,7,1
hanoi-trck,3,8,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,8,sonar-reasoning-pro,32000,0.1,138,3103,-1,7,1
hanoi-trck,3,9,claude-3-7-sonnet-20250219,0,0.1,413,4,-1,7,1
hanoi-trck,3,9,claude-3-7-sonnet-20250219,32000,0.1,175,5984,-1,7,1
hanoi-trck,3,9,deepseek-chat,0,0.1,136,4,-1,7,1
hanoi-trck,3,9,gemini-2.5-pro-preview-06-05,32000,0.1,136,1798,-1,7,1
hanoi-trck,3,9,gpt-4.1-2025-04-14,0,0.1,136,4,-1,7,1
hanoi-trck,3,9,sonar-reasoning-pro,32000,0.1,138,2276,-1,7,1
